Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,
朝歌,朝歌,Luyi,朝歌,,,,,,,,,,,
潮安,潮安,Shanxian,潮安,,,,,,,,,,,
陈仓,陈仓,yun meng,陈仓,,,,,,,,,,,
成都,成都,linan,成都,,,,,,,,,,,
承注山,承注山,linchuan,承注山,,,,,,,,,,,
乘风,乘风,boyi,乘风,,,,,,,,,,,
澄江,澄江,shangqiu,澄江,,,,,,,,,,,
赤壁,赤壁,xuanyun,赤壁,,,,,,,,,,,
赤壁,赤壁,xunan,赤壁,,,,,,,,,,,
赤水,赤水,xunyang,赤水,,,,,,,,,,,
赤尾屿,赤尾屿,Xunwu,赤尾屿,,,,,,,,,,,
赤霄,赤霄,Yazhou,赤霄,,,,,,,,,,,
崇,崇,Jinchuan,崇,,,,,,,,,,,
崇义,崇义,jinling,崇义,,,,,,,,,,,
出云,出云,Dihua,出云,,,,,,,,,,,
楚幽,楚幽,Minqing,楚幽,,,,,,,,,,,
川原,川原,Jinjiang,川原,,,,,,,,,,,
淳安,淳安,rongshui,淳安,,,,,,,,,,,
慈溪,慈溪,linzhou,慈溪,,,,,,,,,,,
从化,从化,chi bi,从化,,,,,,,,,,,
萃利,萃利,Xianyang,萃利,,,,,,,,,,,
达川,达川,yanbian,达川,,,,,,,,,,,
沓中,沓中,pingnan,沓中,,,,,,,,,,,
大关,大关,guishui,大关,,,,,,,,,,,
大观,大观,hanzhou,大观,,,,,,,,,,,
大荔,大荔,Han'nan,大荔,,,,,,,,,,,
大名府,大名府,haidu,大名府,,,,,,,,,,,
大内,大内,Guiyang,大内,,,,,,,,,,,
大埔,大埔,Haining,大埔,,,,,,,,,,,
大庆,大庆,handan,大庆,,,,,,,,,,,
大田,大田,hancheng,大田,,,,,,,,,,,
大同府,大同府,haishenwai,大同府,,,,,,,,,,,
大夏,大夏,Haiyan,大夏,,,,,,,,,,,
大衍,大衍,hanzhong,大衍,,,,,,,,,,,
大英,大英,hanjia,大英,,,,,,,,,,,
大竹,大竹,hanhuafu,大竹,,,,,,,,,,,
岱山,岱山,Jiaocheng,岱山,,,,,,,,,,,
丹巴,丹巴,beiningfu,丹巴,,,,,,,,,,,
丹霞,丹霞,bisu,丹霞,,,,,,,,,,,
丹阳,丹阳,beishan,丹阳,,,,,,,,,,,
单县,单县,dongjun,单县,,,,,,,,,,,
郸城,郸城,Yesha,郸城,,,,,,,,,,,
儋州,儋州,daguan,儋州,,,,,,,,,,,
当阳,当阳,lizhong,当阳,,,,,,,,,,,
砀山,砀山,Tangyin,砀山,,,,,,,,,,,
道孚,道孚,yanbei,道孚,,,,,,,,,,,
得荣,得荣,lizhong,得荣,,,,,,,,,,,
德昌,德昌,lizhong,德昌,,,,,,,,,,,
德化,德化,liyuan,德化,,,,,,,,,,,
德清,德清,Liancheng,德清,,,,,,,,,,,
德阳,德阳,Lianjiang,德阳,,,,,,,,,,,
登封,登封,songzhou,登封,,,,,,,,,,,
邓州,邓州,yantan,邓州,,,,,,,,,,,
迪化,迪化,Yanyuan,迪化,,,,,,,,,,,
砥,砥,tangting,砥,,,,,,,,,,,
帝丘,帝丘,Jingde,帝丘,,,,,,,,,,,
淀阴,淀阴,Quangang,淀阴,,,,,,,,,,,
電山,電山,zhang,電山,,,,,,,,,,,
定安,定安,Huian,定安,,,,,,,,,,,
定边镇,定边镇,Huojia,定边镇,,,,,,,,,,,
定虏,定虏,Hui'an,定虏,,,,,,,,,,,
定南,定南,huining,定南,,,,,,,,,,,
定陶,定陶,jinanfu,定陶,,,,,,,,,,,
定西,定西,Huidong,定西,,,,,,,,,,,
定西,定西,huiyang,定西,,,,,,,,,,,
定阳,定阳,jiyi,定阳,,,,,,,,,,,
定远,定远,Huoqiu,定远,,,,,,,,,,,
定远镇,定远镇,Huoshan,定远镇,,,,,,,,,,,
东安,东安,ancheng,东安,,,,,,,,,,,
东蔡,东蔡,ba gui,东蔡,,,,,,,,,,,
东岗,东岗,ao,东岗,,,,,,,,,,,
东光,东光,angang,东光,,,,,,,,,,,
东郡,东郡,bahuang,东郡,,,,,,,,,,,
东山,东山,ao,东山,,,,,,,,,,,
东阳,东阳,bama,东阳,,,,,,,,,,,
陡焕,陡焕,yunnan,陡焕,,,,,,,,,,,
杜尔伯特,杜尔伯特,Luancheng,杜尔伯特,,,,,,,,,,,
对马,对马,jiazhen,对马,,,,,,,,,,,
敦煌,敦煌,lingchuan,敦煌,,,,,,,,,,,
鄂西,鄂西,Yilong,鄂西,,,,,,,,,,,
恩平,恩平,lianchi,恩平,,,,,,,,,,,
恩阳,恩阳,liangxiang,恩阳,,,,,,,,,,,
番,番,Songxi,番,,,,,,,,,,,
番禺,番禺,Songyang,番禺,,,,,,,,,,,
蕃,蕃,xiaoshan,蕃,,,,,,,,,,,
樊城,樊城,mingjing,樊城,,,,,,,,,,,
防城,防城,Yuhuan,防城,,,,,,,,,,,
房县,房县,Lin'an,房县,,,,,,,,,,,
费县,费县,xuanhua,费县,,,,,,,,,,,
丰田,丰田,Baimalang,丰田,,,,,,,,,,,
丰泽,丰泽,baidicheng,丰泽,,,,,,,,,,,
封丘,封丘,jianping,封丘,,,,,,,,,,,
封阳,封阳,Jiansanjiang,封阳,,,,,,,,,,,
凤阳,凤阳,dengzhou,凤阳,,,,,,,,,,,
奉化,奉化,hengshan,奉化,,,,,,,,,,,
奉天,奉天,hongnong,奉天,,,,,,,,,,,
扶风,扶风,lincheng,扶风,,,,,,,,,,,
浮山,浮山,qingyuanfu,浮山,,,,,,,,,,,
符离,符离,Wanyuan,符离,,,,,,,,,,,
涪陵,涪陵,Quxian,涪陵,,,,,,,,,,,
福安,福安,Tianpeng,福安,,,,,,,,,,,
福鼎,福鼎,Tianchang,福鼎,,,,,,,,,,,
福林,福林,tianshui,福林,,,,,,,,,,,
福清,福清,Tiantai,福清,,,,,,,,,,,
福顺,福顺,tianyinxinghai,福顺,,,,,,,,,,,
福州,福州,tianshan,福州,,,,,,,,,,,
抚西,抚西,lingaung,抚西,,,,,,,,,,,
釜山,釜山,yinxing,釜山,,,,,,,,,,,
阜宁,阜宁,yuzhou,阜宁,,,,,,,,,,,
富山,富山,Jiashan,富山,,,,,,,,,,,
富阳,富阳,jiayuguan,富阳,,,,,,,,,,,
甘洛,甘洛,Songpan,甘洛,,,,,,,,,,,
港楼,港楼,sadi,港楼,,,,,,,,,,,
皋兰,皋兰,Suixi,皋兰,,,,,,,,,,,
高密,高密,Zhaoan,高密,,,,,,,,,,,
高县,高县,zhaoyu,高县,,,,,,,,,,,
高苑,高苑,Zhaoxian,高苑,,,,,,,,,,,
高朱,高朱,Zhaoguang,高朱,,,,,,,,,,,
镐京,镐京,Yongchun,镐京,,,,,,,,,,,
藁城,藁城,xiaohan,藁城,,,,,,,,,,,
葛昌,葛昌,xiangbin,葛昌,,,,,,,,,,,
耿,耿,Wude,耿,,,,,,,,,,,
公安,公安,Daying,公安,,,,,,,,,,,
宫下,宫下,Jiaxian,宫下,,,,,,,,,,,
恭御,恭御,liangzhou,恭御,,,,,,,,,,,
龚家湾,龚家湾,zongyuan,龚家湾,,,,,,,,,,,
巩都,巩都,Jinnan,巩都,,,,,,,,,,,
拱星墩,拱星墩,Linru,拱星墩,,,,,,,,,,,
珙县,珙县,shisuoguan,珙县,,,,,,,,,,,
共工,共工,Dancheng,共工,,,,,,,,,,,
姑苏,姑苏,hongping,姑苏,,,,,,,,,,,
古蔺,古蔺,Fuyang,古蔺,,,,,,,,,,,
古田,古田,fushan,古田,,,,,,,,,,,
古原,古原,funing,古原,,,,,,,,,,,
谷昌,谷昌,xucahng,谷昌,,,,,,,,,,,
鼓楼,鼓楼,Zhenxiong,鼓楼,,,,,,,,,,,
光恩,光恩,Dapu,光恩,,,,,,,,,,,
光河,光河,daqing,光河,,,,,,,,,,,
光庆,光庆,danei,光庆,,,,,,,,,,,
光山,光山,Dali,光山,,,,,,,,,,,
光泽,光泽,Datian,光泽,,,,,,,,,,,
光州,光州,damingfu,光州,,,,,,,,,,,
广安,广安,Keqiao,广安,,,,,,,,,,,
广汉,广汉,kuizhou,广汉,,,,,,,,,,,
广陵,广陵,lanling,广陵,,,,,,,,,,,
广平,广平,kongsang,广平,,,,,,,,,,,
广溪,广溪,Lai'an,广溪,,,,,,,,,,,
龟兹,龟兹,chu,龟兹,,,,,,,,,,,
贵水,贵水,Xuanhan,贵水,,,,,,,,,,,
桂阳,桂阳,Mianchi,桂阳,,,,,,,,,,,
海参崴,海参崴,qiongsang,海参崴,,,,,,,,,,,
海都,海都,Qujiang,海都,,,,,,,,,,,
海宁,海宁,qiongshi,海宁,,,,,,,,,,,
海盐,海盐,qiuyun,海盐,,,,,,,,,,,
邯郸,邯郸,Yangchun,邯郸,,,,,,,,,,,
汉城,汉城,pengcheng,汉城,,,,,,,,,,,
汉华府,汉华府,Panzhihua,汉华府,,,,,,,,,,,
汉嘉,汉嘉,Pengbei,汉嘉,,,,,,,,,,,
汉南,汉南,Pan'an,汉南,,,,,,,,,,,
汉中,汉中,panyang,汉中,,,,,,,,,,,
瀚州,瀚州,Shanghang,瀚州,,,,,,,,,,,
毫,毫,nanzheng,毫,,,,,,,,,,,
禾丰,禾丰,Tongjiang,禾丰,,,,,,,,,,,
合肥,合肥,gaomi,合肥,,,,,,,,,,,
和安,和安,geng,和安,,,,,,,,,,,
和平,和平,gongan,和平,,,,,,,,,,,
和县,和县,Gechang,和县,,,,,,,,,,,
河间府,河间府,Pingshan,河间府,,,,,,,,,,,
河津,河津,Pingnan,河津,,,,,,,,,,,
河南,河南,Pingyuan,河南,,,,,,,,,,,
河南府,河南府,pingzhou,河南府,,,,,,,,,,,
河乌,河乌,Pingyuan,河乌,,,,,,,,,,,
鹤立,鹤立,Zhaozhou,鹤立,,,,,,,,,,,
黑水,黑水,zhenhai,黑水,,,,,,,,,,,
横山,横山,muye,横山,,,,,,,,,,,
弘农,弘农,Litang,弘农,,,,,,,,,,,
红古,红古,weizhon,红古,,,,,,,,,,,
红江,红江,weibeijun,红江,,,,,,,,,,,
红原,红原,weijing,红原,,,,,,,,,,,
虹平,虹平,Xin'an,虹平,,,,,,,,,,,
壶关,壶关,Guangzhou,壶关,,,,,,,,,,,
虎门关,虎门关,xiaochuan,虎门关,,,,,,,,,,,
虎溪,虎溪,Xiaojin,虎溪,,,,,,,,,,,
沪申,沪申,Pingyang,沪申,,,,,,,,,,,
花城,花城,Wuzhi,花城,,,,,,,,,,,
花都,花都,Xichong,花都,,,,,,,,,,,
花海,花海,Wuyang,花海,,,,,,,,,,,
华安,华安,dongan,华安,,,,,,,,,,,
华安,华安,dongcai,华安,,,,,,,,,,,
华容,华容,donggang,华容,,,,,,,,,,,
华蓥,华蓥,Dongguang,华蓥,,,,,,,,,,,
滑县,滑县,Sanmen,滑县,,,,,,,,,,,
淮安,淮安,raozhou,淮安,,,,,,,,,,,
淮安,淮安,renhe,淮安,,,,,,,,,,,
淮北,淮北,Quanping,淮北,,,,,,,,,,,
淮南,淮南,Quanzhou,淮南,,,,,,,,,,,
淮阳,淮阳,Renhua,淮阳,,,,,,,,,,,
淮阴,淮阴,riqing,淮阴,,,,,,,,,,,
淮右,淮右,Rangtang,淮右,,,,,,,,,,,
环州,环州,Shiqu,环州,,,,,,,,,,,
寰吴,寰吴,Jiaxian,寰吴,,,,,,,,,,,
幻想乡,幻想乡,Kaihua,幻想乡,,,,,,,,,,,
浣碧流辉,浣碧流辉,qingde,浣碧流辉,,,,,,,,,,,
黄龙府,黄龙府,zhenguan,黄龙府,,,,,,,,,,,
黄泽,黄泽,zhendingfu,黄泽,,,,,,,,,,,
会昌,会昌,Chun'an,会昌,,,,,,,,,,,
会东,会东,chuyou,会东,,,,,,,,,,,
会稽,会稽,Conghua,会稽,,,,,,,,,,,
会理,会理,Cixi,会理,,,,,,,,,,,
会宁,会宁,chuanyuan,会宁,,,,,,,,,,,
惠安,惠安,Liaodong,惠安,,,,,,,,,,,
惠安,惠安,Liaocheng,惠安,,,,,,,,,,,
惠东,惠东,liangping,惠东,,,,,,,,,,,
惠阳,惠阳,Linshui,惠阳,,,,,,,,,,,
获嘉,获嘉,Xianyou,获嘉,,,,,,,,,,,
霍邱,霍邱,Zhangpu,霍邱,,,,,,,,,,,
霍山,霍山,Zhangping,霍山,,,,,,,,,,,
即翼,即翼,Fuding,即翼,,,,,,,,,,,
济南府,济南府,qinghe,济南府,,,,,,,,,,,
济阴,济阴,Qingliu,济阴,,,,,,,,,,,
济州岛,济州岛,qingjiang,济州岛,,,,,,,,,,,
绩溪,绩溪,weiyang,绩溪,,,,,,,,,,,
蓟城,蓟城,xiangyang,蓟城,,,,,,,,,,,
冀,冀,Daofu,冀,,,,,,,,,,,
冀家庄,冀家庄,Derong,冀家庄,,,,,,,,,,,
佳西,佳西,Dachuan,佳西,,,,,,,,,,,
葭萌关,葭萌关,xianggelila,葭萌关,,,,,,,,,,,
葭县,葭县,xiangchuan,葭县,,,,,,,,,,,
嘉禾,嘉禾,Gutian,嘉禾,,,,,,,,,,,
嘉禾望,嘉禾望,guyuan,嘉禾望,,,,,,,,,,,
嘉善,嘉善,gusu,嘉善,,,,,,,,,,,
嘉峪关,嘉峪关,Gulin,嘉峪关,,,,,,,,,,,
郏县,郏县,yaoguang,郏县,,,,,,,,,,,
贾镇,贾镇,xuanchi,贾镇,,,,,,,,,,,
贾佐镇,贾佐镇,xuanan,贾佐镇,,,,,,,,,,,
建昌,建昌,liyue,建昌,,,,,,,,,,,
建德,建德,xiangbi,建德,,,,,,,,,,,
建宁,建宁,Leibo,建宁,,,,,,,,,,,
建瓯,建瓯,lizhong,建瓯,,,,,,,,,,,
建平,建平,lizhong,建平,,,,,,,,,,,
建三江,建三江,laoling,建三江,,,,,,,,,,,
建阳,建阳,Licheng,建阳,,,,,,,,,,,
建业,建业,Yueqing,建业,,,,,,,,,,,
建州,建州,liyang,建州,,,,,,,,,,,
剑阁,剑阁,dianshan,剑阁,,,,,,,,,,,
剑门关,剑门关,dianyin,剑门关,,,,,,,,,,,
江璃,江璃,Pixian,江璃,,,,,,,,,,,
江陵,江陵,Pingchang,江陵,,,,,,,,,,,
江山,江山,Peng'an,江山,,,,,,,,,,,
江夏,江夏,Pengzhou,江夏,,,,,,,,,,,
江油,江油,Pengxi,江油,,,,,,,,,,,
江原,江原,Pengxi,江原,,,,,,,,,,,
江州,江州,penglai,江州,,,,,,,,,,,
将军墓,将军墓,Jian ye,将军墓,,,,,,,,,,,
绛和,绛和,weinanjun,绛和,,,,,,,,,,,
交趾,交趾,chencang,交趾,,,,,,,,,,,
焦家湾,焦家湾,Shangyu,焦家湾,,,,,,,,,,,
蕉城,蕉城,Xiaoxian,蕉城,,,,,,,,,,,
蕉岭,蕉岭,xiaoting,蕉岭,,,,,,,,,,,
揭阳,揭阳,lintao,揭阳,,,,,,,,,,,
街亭,街亭,xinjin,街亭,,,,,,,,,,,
金昌,金昌,yinping,金昌,,,,,,,,,,,
金城,金城,Yixi,金城,,,,,,,,,,,
金川,金川,yizhou,金川,,,,,,,,,,,
金陵,金陵,yinzhou,金陵,,,,,,,,,,,
金门,金门,yin,金门,,,,,,,,,,,
金庭,金庭,yixian,金庭,,,,,,,,,,,
金阳,金阳,yinxu,金阳,,,,,,,,,,,
金寨,金寨,yiyang,金寨,,,,,,,,,,,
津名,津名,qingqiu,津名,,,,,,,,,,,
锦官城,锦官城,Yongzhou,锦官城,,,,,,,,,,,
晋安,晋安,longyou,晋安,,,,,,,,,,,
晋江,晋江,Loufan,晋江,,,,,,,,,,,
晋南,晋南,longnan,晋南,,,,,,,,,,,
晋阳,晋阳,loulan,晋阳,,,,,,,,,,,
缙云,缙云,weitian,缙云,,,,,,,,,,,
泾县,泾县,qinchuan,泾县,,,,,,,,,,,
荆南,荆南,xiadu,荆南,,,,,,,,,,,
旌德,旌德,longde,旌德,,,,,,,,,,,
景德,景德,Luhuo,景德,,,,,,,,,,,
景宁,景宁,luzhou,景宁,,,,,,,,,,,
竟陵,竟陵,yuan,竟陵,,,,,,,,,,,
靖州,靖州,Changle,靖州,,,,,,,,,,,
静江,静江,Changning,静江,,,,,,,,,,,
九江郡,九江郡,buzhou,九江郡,,,,,,,,,,,
九龙,九龙,Butuo,九龙,,,,,,,,,,,
九水,九水,Bochang,九水,,,,,,,,,,,
九寨沟,九寨沟,bobai,九寨沟,,,,,,,,,,,
酒泉,酒泉,Yiyang,酒泉,,,,,,,,,,,
拘迷莫坨,拘迷莫坨,Linhai,拘迷莫坨,,,,,,,,,,,
莒南,莒南,Xiayi,莒南,,,,,,,,,,,
莒县,莒县,Xianju,莒县,,,,,,,,,,,
鄄城,鄄城,yiling,鄄城,,,,,,,,,,,
浚县,浚县,Qing 'an,浚县,,,,,,,,,,,
开和,开和,lizhong,开和,,,,,,,,,,,
开化,开化,lizhong,开化,,,,,,,,,,,
开江,开江,lizhong,开江,,,,,,,,,,,
开州,开州,lizhong,开州,,,,,,,,,,,
柯桥,柯桥,Meigu,柯桥,,,,,,,,,,,
空桑,空桑,tuhuoluona,空桑,,,,,,,,,,,
夔州,夔州,guangxi,夔州,,,,,,,,,,,
来安,来安,Luanchuan,来安,,,,,,,,,,,
兰陵,兰陵,Shanxian,兰陵,,,,,,,,,,,
兰亭,兰亭,Danba,兰亭,,,,,,,,,,,
兰溪,兰溪,danyang,兰溪,,,,,,,,,,,
兰州,兰州,danxia,兰州,,,,,,,,,,,
岚山,岚山,jianghe,岚山,,,,,,,,,,,
岚西,岚西,Jiao zhi,岚西,,,,,,,,,,,
阑县,阑县,Yucheng,阑县,,,,,,,,,,,
狼乳沟,狼乳沟,Shehong,狼乳沟,,,,,,,,,,,
阆中,阆中,yulin,阆中,,,,,,,,,,,
琅琊,琅琊,Shixing,琅琊,,,,,,,,,,,
老丘,老丘,wuan,老丘,,,,,,,,,,,
乐安,乐安,Binxi,乐安,,,,,,,,,,,
乐昌,乐昌,binyi,乐昌,,,,,,,,,,,
乐陵,乐陵,boli,乐陵,,,,,,,,,,,
乐清,乐清,bocisimi,乐清,,,,,,,,,,,
雷波,雷波,zhangye,雷波,,,,,,,,,,,
离阳,离阳,Tongchuan,离阳,,,,,,,,,,,
犁忠,犁忠,shaoqinfu,犁忠,,,,,,,,,,,
漓山,漓山,sanzhou,漓山,,,,,,,,,,,
璃月,璃月,Sixian,璃月,,,,,,,,,,,
璃忠,璃忠,sicheng,璃忠,,,,,,,,,,,
黎城,黎城,zhenchuan,黎城,,,,,,,,,,,
黎仲,黎仲,zhenxun,黎仲,,,,,,,,,,,
礼忠,礼忠,taowu,礼忠,,,,,,,,,,,
礼衷,礼衷,tiancang,礼衷,,,,,,,,,,,
里忠,里忠,yichang,里忠,,,,,,,,,,,
理塘,理塘,Shouxian,理塘,,,,,,,,,,,
理县,理县,Shouning,理县,,,,,,,,,,,
理中,理中,Shouchun,理中,,,,,,,,,,,
理忠,理忠,Shucheng,理忠,,,,,,,,,,,
鲤城,鲤城,zaozhou,鲤城,,,,,,,,,,,
澧州,澧州,Shangshui,澧州,,,,,,,,,,,
醴陵,醴陵,Yifeng,醴陵,,,,,,,,,,,
历阳,历阳,fulin,历阳,,,,,,,,,,,
厉仲,厉仲,Fuqing,厉仲,,,,,,,,,,,
立平,立平,wake,立平,,,,,,,,,,,
立中,立中,Tunchang,立中,,,,,,,,,,,
利忠,利忠,diqiu,利忠,,,,,,,,,,,
利州,利州,di,利州,,,,,,,,,,,
荔原,荔原,Xiaxian,荔原,,,,,,,,,,,
莉钟,莉钟,xiaxu,莉钟,,,,,,,,,,,
连城,连城,yandu,连城,,,,,,,,,,,
连江,连江,Yanting,连江,,,,,,,,,,,
连山,连山,Yanjin,连山,,,,,,,,,,,
莲池,莲池,xianpei,莲池,,,,,,,,,,,
凉乡,凉乡,Deqing,凉乡,,,,,,,,,,,
凉州,凉州,Deyang,凉州,,,,,,,,,,,
梁平,梁平,Minning,梁平,,,,,,,,,,,
辽东,辽东,Yanping,辽东,,,,,,,,,,,
聊城,聊城,wudu,聊城,,,,,,,,,,,
邻水,邻水,Yangzhi,邻水,,,,,,,,,,,
林州,林州,Luojiang,林州,,,,,,,,,,,
林洲,林洲,Luoning,林洲,,,,,,,,,,,
临安,临安,Baiyun,临安,,,,,,,,,,,
临安,临安,baizao,临安,,,,,,,,,,,
临尘,临尘,banye,临尘,,,,,,,,,,,
临城,临城,Baiyu,临城,,,,,,,,,,,
临川,临川,baoqing,临川,,,,,,,,,,,
临光,临光,baiyin,临光,,,,,,,,,,,
临海,临海,beidai,临海,,,,,,,,,,,
临潢府,临潢府,beiling,临潢府,,,,,,,,,,,
临汝,临汝,Beian,临汝,,,,,,,,,,,
临洮,临洮,beichenguan,临洮,,,,,,,,,,,
临武,临武,Baoquanling,临武,,,,,,,,,,,
临漳,临漳,beijing,临漳,,,,,,,,,,,
临淄,临淄,beihai,临淄,,,,,,,,,,,
灵璧,灵璧,Shangluo,灵璧,,,,,,,,,,,
灵寿,灵寿,shangjun,灵寿,,,,,,,,,,,
凌川,凌川,dengfeng,凌川,,,,,,,,,,,
凌阳,陵阳,yun tian,陵阳,,,,,,,,,,,
零陵,零陵,zhanshan,零陵,,,,,,,,,,,
岭右,岭右,jiaojiawan,岭右,,,,,,,,,,,
流月,流月,Qingtian,流月,,,,,,,,,,,
琉球,琉球,shujun,琉球,,,,,,,,,,,
柳家营,柳家营,meima,柳家营,,,,,,,,,,,
柳庆,柳庆,miyi,柳庆,,,,,,,,,,,
六安,六安,Daishan,六安,,,,,,,,,,,
六合,六合,Dazhu,六合,,,,,,,,,,,
龙编,龙编,zizhou,龙编,,,,,,,,,,,
龙川,龙川,zhongshan,龙川,,,,,,,,,,,
龙德,龙德,zhongzhong,龙德,,,,,,,,,,,
龙凤,龙凤,zhiyuan,龙凤,,,,,,,,,,,
龙海,龙海,Zhuji,龙海,,,,,,,,,,,
龙门,龙门,Zijin,龙门,,,,,,,,,,,
龙泉,龙泉,Zhouning,龙泉,,,,,,,,,,,
龙泉,龙泉,zhuti,龙泉,,,,,,,,,,,
龙泉驿,龙泉驿,zhuya,龙泉驿,,,,,,,,,,,
龙文,龙文,chongqing,龙文,,,,,,,,,,,
龙翔,龙翔,Zitong,龙翔,,,,,,,,,,,
龙岩,龙岩,Zhongjiang,龙岩,,,,,,,,,,,
龙游,龙游,zhuolu,龙游,,,,,,,,,,,
隆庆,隆庆,Yunxian,隆庆,,,,,,,,,,,
隆中,隆中,Yunxiao,隆中,,,,,,,,,,,
陇南,陇南,yundu,陇南,,,,,,,,,,,
陇右,陇右,Yunhe,陇右,,,,,,,,,,,
娄烦,娄烦,huxi,娄烦,,,,,,,,,,,
楼兰,楼兰,ming‘an,楼兰,,,,,,,,,,,
卢氏,卢氏,Fenghua,卢氏,,,,,,,,,,,
庐江郡,庐江郡,Langzhong,庐江郡,,,,,,,,,,,
庐州,庐州,langrugou,庐州,,,,,,,,,,,
炉霍,炉霍,Shangyou,炉霍,,,,,,,,,,,
泸定,泸定,qinchuan,泸定,,,,,,,,,,,
鲁县,鲁县,Zhaoxi,鲁县,,,,,,,,,,,
陆川,陆川,Yuelu,陆川,,,,,,,,,,,
陆浑,陆浑,Yuexi,陆浑,,,,,,,,,,,
鹿台,鹿台,Zhecheng,鹿台,,,,,,,,,,,
鹿邑,鹿邑,Zherong,鹿邑,,,,,,,,,,,
潞州,潞州,Shanyang,潞州,,,,,,,,,,,
璐疆,璐疆,siyin,璐疆,,,,,,,,,,,
栾城,栾城,Mixian,栾城,,,,,,,,,,,
栾川,栾川,Mianzhu,栾川,,,,,,,,,,,
栾庆,栾庆,Mianning,栾庆,,,,,,,,,,,
纶,纶,weidongjun,纶,,,,,,,,,,,
罗江,罗江,Wenchuan,罗江,,,,,,,,,,,
